geo_key,name,tot_pop_10,pc_wht_10,avg_huval,yrblt_mdn,crash,crm_prop,yrblt_mdn,pc_ov64_10,avg_stcnd,pc_un18_10,pc_fmwc_10,crm_pers,year
84,Cherokee Park Neighborhood Association,648,93.6,286657.0,1977,3,3,1977,18.0,6.8,17.6,23.0,0,2015
149,Waunona Neighborhood Association,1027,71.0,345520.0,1959,6,14,1959,14.5,7.0,20.8,22.9,0,2015
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,5773,88.0,230954.0,1925,113,185,1925,6.2,6.1,15.6,17.7,28,2015
131,Parkwood Hills Community Association,1274,87.5,350445.0,1972,24,67,1972,18.3,6.2,23.5,28.9,3,2015
151,Bram's Addition Neighborhood Association,1282,24.4,113830.0,1965,37,82,1965,8.5,6.5,30.9,31.0,13,2015
129,Sunset Village Neighborhood Association,1842,87.4,258039.0,1948,21,12,1948,13.0,5.8,17.7,20.3,0,2015
177,Summit Woods Neighborhood Association,721,85.1,214472.0,1966,12,16,1966,12.7,6.3,14.2,16.6,1,2015
121,Elvehjem Neighborhood Association,4165,81.8,181806.0,1968,27,58,1968,15.2,5.8,21.9,27.3,12,2015
148,Bay Creek Neighborhood Association,2401,83.6,243522.0,1948,47,124,1948,11.1,6.0,14.8,15.7,7,2015
136,Regent Neighborhood Association,6421,85.3,426453.0,1931,70,121,1931,6.3,6.8,12.6,15.6,18,2015
126,Capitol Neighborhoods,13845,82.0,272861.0,1969,350,738,1969,5.2,6.3,1.4,1.4,143,2015
176,Dudgeon-Monroe Neighborhood Association,3180,90.8,340339.0,1930,52,66,1930,9.2,6.3,18.5,26.7,3,2015
163,Skyview Meadows Neighborhood Association,634,83.0,205383.0,1987,6,4,1987,5.3,7.0,20.6,30.2,3,2015
111,Eastmorland Community Association,3166,89.6,152276.0,1953,76,165,1953,14.1,6.2,16.3,19.4,10,2015
146,Midvale Heights Community Association,3479,83.6,247696.0,1958,46,72,1958,18.3,6.4,20.1,25.0,4,2015
137,South Campus Property Owners Association,4194,80.5,,1992,44,119,1992,0.3,7.7,0.1,0.1,15,2015
115,Tenney-Lapham Neighborhood Association,4149,87.1,311654.0,1916,80,141,1916,3.4,7.1,9.5,9.8,16,2015
147,Westmorland Neighborhood Association,2207,91.7,271111.0,1951,11,14,1951,15.0,6.3,22.2,28.9,1,2015
152,High Point Estates,853,71.8,434198.0,1992,4,13,1992,8.4,7.0,28.8,36.9,0,2015
158,Park Ridge Neighborhood Association,488,48.3,132789.0,1986,8,14,1986,2.2,6.4,30.1,30.2,4,2015
109,Sprecher East Neighborhood Association,2206,86.2,229481.0,2003,10,21,2003,6.0,7.5,23.6,31.1,1,2015
181,Monona Bay Neighborhood Association,1138,53.3,273667.0,1971,27,43,1971,7.5,7.3,14.7,11.3,6,2015
1,City of Madison,232687,75.6,248621.0,1972,10993,8816,1972,9.6,6.6,17.5,20.8,1221,2015
174,Hawk's Landing Neighborhood Association,1503,85.6,543555.0,2004,5,5,2004,6.2,7.3,29.7,36.6,0,2015
172,Oakwood Village Association,119,98.3,,1975,1,6,1975,97.9,7.9,0.0,0.0,1,2015
350,Marbella Condominium Association,463,78.8,,1995,3,7,1995,23.0,7.8,10.1,11.1,1,2015
116,University Apartments Assembly,2643,29.9,,1963,4,1,1963,0.5,4.0,26.8,39.8,0,2015
178,Leopold Neighborhood Association,1106,45.0,,1981,15,43,1981,5.3,7.1,27.1,29.3,18,2015
88,High Crossing Neighborhood Association,1020,75.5,,2002,22,38,2002,11.9,6.3,14.8,15.2,3,2015
348,State-Langdon Neighborhood Association,10144,78.9,,1969,117,385,1969,0.2,7.1,0.3,0.3,93,2015
359,Madison West Neighborhood Association,11657,72.7,309356.0,2002,91,340,2002,5.1,7.4,21.0,24.7,25,2016
1,City of Madison,232830,75.7,252399.0,1976,10457,8927,1976,9.6,6.6,17.5,20.8,1122,2016
95,Mendota Hills Neighborhood Association,364,82.6,180593.0,1959,0,4,1959,16.6,6.2,17.7,21.8,0,2016
175,Greystone,283,80.8,330400.0,2005,0,0,2005,5.0,6.8,32.1,47.7,0,2016
99,Mayfair Park Neighborhood Association,593,64.9,146794.0,1964,76,152,1964,9.4,6.3,22.3,24.9,11,2016
137,South Campus Property Owners Association,4194,80.5,,1989,47,131,1989,0.3,7.6,0.1,0.1,21,2016
177,Summit Woods Neighborhood Association,721,85.1,224606.0,1966,8,25,1966,12.7,6.3,14.2,16.6,0,2016
89,Whitetail Ridge,507,76.2,186505.0,1995,0,6,1995,2.7,7.6,25.4,34.3,1,2016
134,Sauk Creek Neighborhood Association,1029,79.5,374295.0,1992,12,22,1992,11.6,7.3,23.2,29.6,1,2016
351,Rocky Bluff Neighborhood Association,1038,76.8,252928.0,1957,27,20,1957,5.6,5.9,9.6,11.1,2,2016
354,Cardinal Glenn Neighborhood Association,162,77.2,238000.0,2015,3,0,2015,1.7,7.9,22.8,35.9,0,2016
151,Bram's Addition Neighborhood Association,1282,24.4,108870.0,1965,37,76,1965,8.5,6.7,30.9,31.0,12,2016
352,Woodland Hills Neighborhood Association,682,81.8,318451.0,1985,2,7,1985,11.9,6.0,14.8,19.2,0,2016
132,East Buckeye Neighborhood Association,2043,85.2,206063.0,1986,10,23,1986,5.8,6.6,23.0,32.9,6,2016
172,Oakwood Village Association,119,98.3,,1975,5,2,1975,97.9,7.9,0.0,0.0,0,2016
102,Sheridan Triangle Neighborhood Association,340,91.9,156183.0,1947,1,7,1947,17.3,4.8,14.5,17.0,0,2016
130,Wisconsin Co-op Housing Association,355,91.9,244026.0,1950,0,5,1950,16.2,5.9,21.2,28.3,0,2016
86,Westchester Gardens Neighborhood Association,1302,65.7,180596.0,1986,43,84,1986,4.2,7.0,24.8,31.0,19,2016
357,Secret Places Neighborhood Association,473,84.1,317450.0,2011,0,0,2011,2.3,8.3,33.5,55.4,0,2016
361,Truax Neighborhood Association,191,19.5,,2014,4,7,2014,2.7,4.8,43.3,55.3,7,2016
358,Liberty Place Neighborhood Association,432,65.7,220197.0,2005,0,2,2005,0.7,8.0,30.7,45.0,0,2016
84,Cherokee Park Neighborhood Association,648,93.6,289616.0,1977,0,6,1977,18.0,7.0,17.6,23.0,0,2016
161,Arbor Hills Neighborhood Association,1101,75.8,266449.0,1970,7,12,1970,18.3,6.2,20.2,24.7,1,2016
129,Sunset Village Neighborhood Association,1842,87.4,270689.0,1948,19,25,1948,13.0,5.5,17.7,20.3,0,2016
94,Berkley Oaks Neighborhood Association,1399,48.8,140052.0,1964,48,80,1964,10.6,6.6,27.1,24.8,16,2016
93,Nobel Park Neighborhood Association,353,72.2,140472.0,1955,11,16,1955,9.4,7.6,20.7,22.2,0,2016
171,Allied Dunn's Marsh Neighborhood Association,2356,32.1,138197.0,1964,53,107,1964,4.1,6.6,34.6,39.6,19,2016
166,Glacier Ridge Neighborhood Association,1385,83.3,259957.0,2002,3,7,2002,2.7,7.6,27.9,39.7,0,2016
165,Maple-Prairie Neighborhood Association,1732,79.6,247586.0,1993,7,31,1993,3.5,7.0,21.7,26.9,3,2016
90,Bluff Acres Neighborhood Association,3725,67.6,188283.0,1980,67,110,1980,7.7,6.7,18.3,20.1,13,2016
148,Bay Creek Neighborhood Association,2401,83.6,253288.0,1949,60,97,1949,11.1,5.9,14.8,15.7,10,2016
164,Westhaven Trails Homeowners Assoc,1956,66.2,207603.0,1990,7,14,1990,2.8,6.6,26.5,33.3,3,2016
98,Brentwood Village Association,1128,63.2,192454.0,1962,9,21,1962,14.9,7.1,20.7,22.4,12,2016
104,Burke Heights Neighborhood Association,607,67.3,161971.0,1973,40,118,1973,13.1,6.5,22.6,26.1,10,2016
353,Twin Oaks Neighborhood Association,192,52.3,185660.0,2005,1,11,2005,0.9,8.0,42.6,57.8,1,2016
153,Burr Oaks Neighborhood Association,1745,20.1,138501.0,1962,73,126,1962,3.8,6.5,30.4,35.3,24,2016
500,Dunn's Marsh Neighborhood Association,2356,32.1,138197.0,1964,53,107,1964,4.1,6.6,34.6,39.6,19,2016
167,Country Grove Neighborhood Association,917,84.7,323197.0,1996,0,4,1996,5.6,7.4,31.9,44.8,2,2016
126,Capitol Neighborhoods,13845,82.0,277681.0,1979,371,799,1979,5.2,6.7,1.4,1.4,131,2016
133,Glen Oak Hills Neighborhood Association,844,87.7,211761.0,1956,6,9,1956,16.7,5.6,14.9,18.1,1,2016
156,Capitol View Neighborhood Association,388,40.5,147989.0,1966,5,5,1966,5.9,5.1,29.5,28.8,0,2016
100,Carpenter-Ridgeway Neighborhood Association,1016,66.4,149127.0,1986,32,93,1986,7.0,6.2,16.6,18.9,4,2016
144,Tamarack Trails Community Condominium Association,464,58.0,230430.0,1978,2,5,1978,25.5,7.8,26.4,30.1,0,2016
176,Dudgeon-Monroe Neighborhood Association,3181,90.8,358257.0,1931,37,39,1931,9.2,6.0,18.5,26.7,4,2016
111,Eastmorland Community Association,3166,89.6,159007.0,1953,81,153,1953,14.1,6.2,16.3,19.4,11,2016
124,Stonefield Woods-Ridge Neighborhood Association,235,87.3,423600.0,1990,0,12,1990,17.5,6.7,18.2,24.9,0,2016
105,Eken Park Neighborhood Association,2505,78.3,140294.0,1948,57,74,1948,6.8,7.0,15.0,16.3,14,2016
121,Elvehjem Neighborhood Association,4165,81.8,190698.0,1969,38,59,1969,15.2,6.4,21.9,27.3,9,2016
106,Emerson East Neighborhood Association,2042,83.9,189153.0,1926,51,87,1926,5.7,7.9,16.7,19.5,20,2016
139,Glendale Neighborhood Association,2233,79.1,179538.0,1958,46,99,1958,16.4,5.3,19.8,24.7,14,2016
103,Hawthorne Neighborhood Association,1090,66.0,134266.0,1955,32,61,1955,8.4,5.8,20.5,21.7,11,2016
141,Greenbush Neighborhood Association,2878,88.8,275235.0,1925,62,108,1925,3.1,6.9,5.6,9.0,39,2016
155,Greentree Neighborhood Association,1841,76.7,235504.0,1967,8,48,1967,15.0,6.7,22.7,29.7,2,2016
107,Hiestand Neighborhood Association,3560,58.9,174596.0,1979,38,87,1979,10.7,6.1,25.2,32.3,11,2016
112,Heritage Heights Community Association,2240,89.9,208022.0,1975,12,31,1975,15.1,6.3,20.5,29.0,3,2016
138,"Hill Farms, University Neighborhood Association",2942,76.4,315778.0,1960,16,29,1960,20.5,6.7,19.0,22.2,2,2016
355,Indian Springs Neighborhood Association,604,63.3,184079.0,1991,2,3,1991,4.4,7.9,29.2,39.2,1,2016
123,Lake Edge Neighborhood Association,2380,88.5,170322.0,1951,37,51,1951,12.9,4.7,18.0,21.7,6,2016
91,Lake View Hill Neighborhood Association,1192,69.4,172953.0,1962,14,38,1962,12.9,6.0,22.0,26.1,4,2016
131,Parkwood Hills Community Association,1274,87.5,360434.0,1972,18,58,1972,18.3,5.7,23.5,28.9,2,2016
145,Oakbridge Community Neighborhood Association,343,81.5,242902.0,1984,2,8,1984,6.5,5.0,19.7,26.2,0,2016
128,Walnut Grove Homeowners Association,981,80.7,297484.0,1977,3,8,1977,15.4,5.3,21.3,28.6,0,2016
92,Lerdahl Park Neighborhood Association,925,80.4,304600.0,1966,5,35,1966,16.4,6.2,16.6,20.5,4,2016
169,Orchard Ridge Neighborhood Association,2262,87.6,223551.0,1964,38,85,1964,21.3,7.0,17.4,21.0,10,2016
114,Marquette Neighborhood Association,4909,88.8,346120.0,1917,130,144,1917,4.7,7.0,12.8,15.4,17,2016
159,Meadowood Neighborhood Association,2962,68.6,175583.0,1964,20,143,1964,12.6,6.9,25.3,29.7,13,2016
146,Midvale Heights Community Association,3479,83.6,255735.0,1958,47,67,1958,18.3,6.6,20.1,25.0,6,2016
150,Nakoma League,1778,93.8,457167.0,1938,14,30,1938,14.3,6.5,25.6,36.8,1,2016
87,North Lake Mendota Neighborhood Association,898,86.3,253499.0,1992,5,11,1992,8.8,6.7,15.1,27.2,1,2016
136,Regent Neighborhood Association,6421,85.3,443589.0,1937,67,135,1937,6.3,6.5,12.6,15.6,10,2016
120,Richmond Hill Homeowners Association,395,85.3,337430.0,1997,1,1,1997,11.1,8.0,26.3,39.1,0,2016
113,Rolling Meadows Neighborhood Association,2366,84.1,171893.0,1966,22,45,1966,15.0,5.9,20.7,26.8,6,2016
101,Ridgewood Neighborhood Association,3992,57.5,216505.0,1995,26,89,1995,3.8,7.1,27.0,35.0,13,2016
97,Sherman Neighborhood Association,2695,72.4,154508.0,1954,84,142,1954,11.3,6.8,19.4,20.4,32,2016
85,Sherman Village Neighborhood Association,2283,82.2,160503.0,1966,9,39,1966,19.3,6.9,19.8,21.3,2,2016
147,Westmorland Neighborhood Association,2207,91.7,280289.0,1951,14,36,1951,15.0,5.9,22.2,28.9,1,2016
142,Faircrest Neighborhood Association,1191,80.2,320705.0,1965,10,18,1965,15.7,6.2,19.5,25.2,0,2016
117,Spring Harbor Neighborhood Association,2224,78.0,353821.0,1959,19,38,1959,12.2,4.4,17.4,20.7,3,2016
181,Monona Bay Neighborhood Association,1138,53.3,295102.0,1976,41,44,1976,7.5,6.9,14.7,11.3,11,2016
140,Vilas Neighborhood Association,1881,90.8,496125.0,1921,30,52,1921,6.6,6.6,13.4,20.1,4,2016
115,Tenney-Lapham Neighborhood Association,4149,87.1,329380.0,1925,77,149,1925,3.4,7.5,9.5,9.8,14,2016
118,Wexford Village Homeowners Association,2506,84.3,318482.0,1992,11,40,1992,15.6,6.6,19.7,22.5,0,2016
108,Worthington Park Neighborhood Association,701,30.7,140164.0,1960,7,33,1960,2.5,5.1,38.6,45.8,8,2016
135,Junction Ridge Neighborhood Association,1628,80.6,271310.0,2000,51,60,2000,30.9,6.8,10.5,10.3,3,2016
125,Blackhawk Homeowners Association,2168,83.4,559197.0,2001,3,8,2001,5.3,6.9,29.3,37.4,0,2016
170,Stone Meadows Neighborhood Association,3118,78.8,236474.0,2000,10,42,2000,6.3,7.3,27.4,42.9,6,2016
160,Prairie Hills Neighborhood Association,3350,57.2,189544.0,1977,34,102,1977,6.3,6.4,30.1,34.4,23,2016
110,McClellan Park Neighborhood Association,2230,81.7,247002.0,2007,22,58,2007,21.0,7.4,22.3,27.5,4,2016
109,Sprecher East Neighborhood Association,2233,86.4,239376.0,2004,12,14,2004,6.1,7.5,23.6,31.1,2,2016
349,Majestic Oaks Neighborhood Association,467,86.7,,1935,5,20,1935,23.2,4.1,8.8,8.2,1,2016
149,Waunona Neighborhood Association,1027,71.0,364790.0,1959,4,26,1959,14.5,7.5,20.8,22.9,2,2016
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,5773,88.0,241485.0,1925,113,203,1925,6.2,6.3,15.6,17.7,25,2016
178,Leopold Neighborhood Association,1106,45.0,,1981,16,33,1981,5.3,7.4,27.1,29.3,9,2016
162,Highland Manor Home Owners Association,344,61.5,,1971,4,7,1971,16.5,8.0,20.0,21.5,0,2016
116,University Apartments Assembly,2643,29.9,,1963,0,1,1963,0.5,4.0,26.8,39.8,0,2016
350,Marbella Condominium Association,463,78.8,,1996,0,7,1996,23.0,7.1,10.1,11.1,0,2016
143,Wexford Ridge Neighborhood,400,27.3,,1976,7,28,1976,10.7,7.7,39.9,51.9,3,2016
88,High Crossing Neighborhood Association,1020,75.5,,2003,16,48,2003,11.9,6.1,14.8,15.2,8,2016
348,State-Langdon Neighborhood Association,10144,78.9,,1967,98,409,1967,0.2,7.6,0.3,0.3,80,2016
95,Mendota Hills Neighborhood Association,364,82.6,187764.0,1959,1,10,1959,16.6,5.5,17.7,21.8,1,2017
170,Stone Meadows Neighborhood Association,3118,78.8,250292.0,2000,7,47,2000,6.3,7.3,27.4,42.9,5,2017
362,Crawford-Marlborough-Nakoma Neighborhood Association,2429,89.7,422316.0,1941,20,49,1941,13.7,6.2,24.5,33.5,3,2017
359,Madison West Neighborhood Association,11657,72.7,321512.0,2001,91,222,2001,5.1,7.6,21.0,24.7,28,2017
175,Greystone,283,80.8,350200.0,2004,2,0,2004,5.0,7.6,32.1,47.7,0,2017
357,Secret Places Neighborhood Association,473,84.1,333350.0,2009,2,0,2009,2.3,7.5,33.5,55.4,1,2017
167,Country Grove Neighborhood Association,917,84.7,339137.0,1996,2,7,1996,5.6,7.4,31.9,44.8,0,2017
177,Summit Woods Neighborhood Association,721,85.1,237598.0,1966,12,10,1966,12.7,5.8,14.2,16.6,3,2017
144,Tamarack Trails Community Condominium Association,464,58.0,245444.0,1978,0,2,1978,25.5,8.1,26.4,30.1,0,2017
105,Eken Park Neighborhood Association,2505,78.3,157623.0,1948,29,65,1948,6.8,6.9,15.0,16.3,15,2017
148,Bay Creek Neighborhood Association,2401,83.6,264574.0,1949,52,120,1949,11.1,5.9,14.8,15.7,6,2017
98,Brentwood Village Association,1128,63.2,204254.0,1962,13,39,1962,14.9,6.9,20.7,22.4,10,2017
134,Sauk Creek Neighborhood Association,1029,79.5,385444.0,1992,3,8,1992,11.6,7.7,23.2,29.6,2,2017
145,Oakbridge Community Neighborhood Association,343,81.5,245639.0,1984,1,4,1984,6.5,5.1,19.7,26.2,0,2017
135,Junction Ridge Neighborhood Association,1628,80.6,277575.0,2000,33,42,2000,30.9,7.3,10.5,10.3,4,2017
88,High Crossing Neighborhood Association,1020,75.5,200088.0,2003,14,38,2003,11.9,6.7,14.8,15.2,9,2017
110,McClellan Park Neighborhood Association,2230,81.7,262246.0,2007,11,37,2007,21.0,7.5,22.3,27.5,4,2017
103,Hawthorne Neighborhood Association,1090,66.0,147758.0,1955,27,38,1955,8.4,5.8,20.5,21.7,7,2017
160,Prairie Hills Neighborhood Association,3350,57.2,203156.0,1977,29,78,1977,6.3,6.7,30.1,34.4,8,2017
165,Maple-Prairie Neighborhood Association,1732,79.6,263769.0,1993,11,37,1993,3.5,6.9,21.7,26.9,3,2017
349,Majestic Oaks Neighborhood Association,467,86.7,,1935,12,20,1935,23.2,3.2,8.8,8.2,4,2017
353,Twin Oaks Neighborhood Association,192,52.3,204591.0,2005,1,7,2005,0.9,7.0,42.6,57.8,2,2017
85,Sherman Village Neighborhood Association,2283,82.2,167141.0,1966,8,46,1966,19.3,6.2,19.8,21.3,2,2017
351,Rocky Bluff Neighborhood Association,1038,76.8,259196.0,1955,19,28,1955,5.6,5.9,9.6,11.1,0,2017
99,Mayfair Park Neighborhood Association,593,64.9,155059.0,1961,69,140,1961,9.4,6.3,22.3,24.9,12,2017
130,Wisconsin Co-op Housing Association,355,91.9,263525.0,1950,1,3,1950,16.2,6.0,21.2,28.3,0,2017
102,Sheridan Triangle Neighborhood Association,340,91.9,166459.0,1947,1,11,1947,17.3,4.5,14.5,17.0,0,2017
151,Bram's Addition Neighborhood Association,1282,24.4,119781.0,1965,31,61,1965,8.5,5.7,30.9,31.0,13,2017
128,Walnut Grove Homeowners Association,981,80.7,310273.0,1976,6,5,1976,15.4,5.5,21.3,28.6,0,2017
354,Cardinal Glenn Neighborhood Association,178,77.2,259900.0,2015,1,1,2015,1.7,8.1,22.8,35.9,0,2017
352,Woodland Hills Neighborhood Association,682,81.8,336080.0,1985,2,7,1985,11.9,6.4,14.8,19.2,0,2017
132,East Buckeye Neighborhood Association,2043,85.2,218370.0,1986,3,18,1986,5.8,5.7,23.0,32.9,0,2017
500,Dunn's Marsh Neighborhood Association,2356,32.1,148806.0,1964,45,106,1964,4.1,6.1,34.6,39.6,27,2017
89,Whitetail Ridge,507,76.2,198177.0,1995,1,6,1995,2.7,6.9,25.4,34.3,0,2017
94,Berkley Oaks Neighborhood Association,1399,48.8,144731.0,1964,26,76,1964,10.6,6.3,27.1,24.8,15,2017
1,City of Madison,232848,75.7,266536.0,1976,10032,8671,1976,9.6,6.6,17.5,20.8,1038,2017
104,Burke Heights Neighborhood Association,607,67.3,169537.0,1973,25,162,1973,13.1,6.5,22.6,26.1,3,2017
153,Burr Oaks Neighborhood Association,1745,20.1,143020.0,1962,69,99,1962,3.8,5.5,30.4,35.3,24,2017
156,Capitol View Neighborhood Association,388,40.5,158642.0,1966,1,10,1966,5.9,5.3,29.5,28.8,0,2017
91,Lake View Hill Neighborhood Association,1192,69.4,177106.0,1961,12,29,1961,12.9,5.4,22.0,26.1,1,2017
126,Capitol Neighborhoods,13845,82.0,298942.0,1974,266,796,1974,5.2,6.6,1.4,1.4,120,2017
129,Sunset Village Neighborhood Association,1842,87.4,292796.0,1948,15,50,1948,13.0,5.8,17.7,20.3,2,2017
86,Westchester Gardens Neighborhood Association,1302,65.7,194971.0,1985,56,76,1985,4.2,7.0,24.8,31.0,10,2017
358,Liberty Place Neighborhood Association,432,65.7,241999.0,2005,2,8,2005,0.7,7.0,30.7,45.0,0,2017
84,Cherokee Park Neighborhood Association,648,93.6,318123.0,1977,2,5,1977,18.0,6.4,17.6,23.0,0,2017
161,Arbor Hills Neighborhood Association,1101,75.8,281460.0,1970,6,23,1970,18.3,6.1,20.2,24.7,2,2017
100,Carpenter-Ridgeway Neighborhood Association,1016,66.4,165131.0,1986,37,97,1986,7.0,6.0,16.6,18.9,10,2017
176,Dudgeon-Monroe Neighborhood Association,3181,90.8,380852.0,1931,34,44,1931,9.2,6.6,18.5,26.7,0,2017
111,Eastmorland Community Association,3166,89.6,176359.0,1953,66,229,1953,14.1,6.6,16.3,19.4,15,2017
124,Stonefield Woods-Ridge Neighborhood Association,235,87.3,429468.0,1990,0,2,1990,17.5,6.8,18.2,24.9,1,2017
149,Waunona Neighborhood Association,1027,71.0,378255.0,1959,7,17,1959,14.5,6.8,20.8,22.9,4,2017
121,Elvehjem Neighborhood Association,4165,81.8,203620.0,1969,42,73,1969,15.2,6.2,21.9,27.3,8,2017
123,Lake Edge Neighborhood Association,2380,88.5,180045.0,1951,29,65,1951,12.9,4.8,18.0,21.7,7,2017
106,Emerson East Neighborhood Association,2042,83.9,203945.0,1926,38,98,1926,5.7,7.6,16.7,19.5,10,2017
139,Glendale Neighborhood Association,2233,79.1,192526.0,1958,43,84,1958,16.4,6.1,19.8,24.7,13,2017
141,Greenbush Neighborhood Association,2878,88.8,298845.0,1922,53,101,1922,3.1,6.9,5.6,9.0,37,2017
155,Greentree Neighborhood Association,1841,76.7,247453.0,1967,13,38,1967,15.0,7.0,22.7,29.7,1,2017
107,Hiestand Neighborhood Association,3560,58.9,186572.0,1979,43,90,1979,10.7,6.3,25.2,32.3,10,2017
112,Heritage Heights Community Association,2240,89.9,217228.0,1975,14,39,1975,15.1,6.3,20.5,29.0,8,2017
138,"Hill Farms, University Neighborhood Association",2942,76.4,340359.0,1960,7,33,1960,20.5,6.8,19.0,22.2,4,2017
355,Indian Springs Neighborhood Association,1654,63.3,204101.0,1988,6,35,1988,4.4,6.4,29.2,39.2,2,2017
131,Parkwood Hills Community Association,1274,87.5,362564.0,1972,17,50,1972,18.3,6.0,23.5,28.9,3,2017
133,Glen Oak Hills Neighborhood Association,844,87.7,230426.0,1956,7,9,1956,16.7,5.7,14.9,18.1,0,2017
147,Westmorland Neighborhood Association,2207,91.7,299406.0,1951,10,35,1951,15.0,5.9,22.2,28.9,1,2017
92,Lerdahl Park Neighborhood Association,925,80.4,319602.0,1966,9,28,1966,16.4,5.4,16.6,20.5,3,2017
114,Marquette Neighborhood Association,4909,88.8,363637.0,1916,113,171,1916,4.7,6.7,12.8,15.4,14,2017
87,North Lake Mendota Neighborhood Association,898,86.3,258152.0,1992,4,6,1992,8.8,5.9,15.1,27.2,1,2017
136,Regent Neighborhood Association,6421,85.3,457380.0,1936,62,118,1936,6.3,6.8,12.6,15.6,6,2017
120,Richmond Hill Homeowners Association,395,85.3,353412.0,1997,3,2,1997,11.1,6.6,26.3,39.1,0,2017
101,Ridgewood Neighborhood Association,3992,57.5,227879.0,1995,31,67,1995,3.8,7.2,27.0,35.0,13,2017
97,Sherman Neighborhood Association,2698,72.4,165111.0,1954,68,150,1954,11.3,6.6,19.4,20.4,16,2017
142,Faircrest Neighborhood Association,1191,80.2,334956.0,1965,16,17,1965,15.7,6.8,19.5,25.2,1,2017
171,Allied Dunn's Marsh Neighborhood Association,2356,32.1,148806.0,1964,45,106,1964,4.1,6.1,34.6,39.6,27,2017
169,Orchard Ridge Neighborhood Association,2262,87.6,245051.0,1964,27,83,1964,21.3,6.6,17.4,21.0,7,2017
159,Meadowood Neighborhood Association,2962,68.6,188227.0,1964,26,83,1964,12.6,7.1,25.3,29.7,7,2017
113,Rolling Meadows Neighborhood Association,2366,84.1,187798.0,1966,21,54,1966,15.0,5.9,20.7,26.8,4,2017
143,Wexford Ridge Neighborhood,400,27.3,,1976,2,25,1976,10.7,8.4,39.9,51.9,2,2017
164,Westhaven Trails Homeowners Assoc,1956,66.2,221966.0,1990,14,38,1990,2.8,6.6,26.5,33.3,2,2017
109,Sprecher East Neighborhood Association,2233,86.4,249257.0,2003,7,25,2003,6.1,7.6,23.6,31.1,3,2017
90,Bluff Acres Neighborhood Association,3725,67.6,196438.0,1980,47,106,1980,7.7,6.7,18.3,20.1,24,2017
146,Midvale Heights Community Association,3479,83.6,275575.0,1958,24,75,1958,18.3,6.4,20.1,25.0,3,2017
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,5773,88.0,256479.0,1926,93,245,1926,6.2,6.0,15.6,17.7,25,2017
166,Glacier Ridge Neighborhood Association,1385,83.3,271654.0,2002,1,21,2002,2.7,7.9,27.9,39.7,0,2017
118,Wexford Village Homeowners Association,2506,84.3,332894.0,1992,13,27,1992,15.6,6.7,19.7,22.5,3,2017
181,Monona Bay Neighborhood Association,1138,53.3,312189.0,1976,26,39,1976,7.5,6.8,14.7,11.3,6,2017
140,Vilas Neighborhood Association,1881,90.8,527156.0,1921,20,66,1921,6.6,6.6,13.4,20.1,4,2017
125,Blackhawk Homeowners Association,2168,83.4,582885.0,2001,1,1,2001,5.3,7.5,29.3,37.4,0,2017
172,Oakwood Village Association,119,98.3,,1975,0,5,1975,97.9,8.0,0.0,0.0,0,2017
117,Spring Harbor Neighborhood Association,2224,78.0,365240.0,1959,19,40,1959,12.2,4.5,17.4,20.7,2,2017
115,Tenney-Lapham Neighborhood Association,4149,87.1,338150.0,1928,95,161,1928,3.4,6.8,9.5,9.8,18,2017
93,Nobel Park Neighborhood Association,353,72.2,146716.0,1955,7,15,1955,9.4,6.6,20.7,22.2,3,2017
108,Worthington Park Neighborhood Association,701,30.7,148019.0,1959,9,32,1959,2.5,4.9,38.6,45.8,8,2017
178,Leopold Neighborhood Association,1106,45.0,,1981,16,34,1981,5.3,7.0,27.1,29.3,6,2017
363,Cherokee Garden Condominium Association,783,95.7,,1985,0,3,1985,49.3,7.1,1.9,2.2,0,2017
137,South Campus Property Owners Association,4194,80.5,,1989,32,116,1989,0.3,7.0,0.1,0.1,18,2017
116,University Apartments Assembly,2643,29.9,,1963,0,0,1963,0.5,4.0,26.8,39.8,0,2017
350,Marbella Condominium Association,463,78.8,,1996,0,3,1996,23.0,7.4,10.1,11.1,0,2017
162,Highland Manor Home Owners Association,344,61.5,,1971,0,12,1971,16.5,7.0,20.0,21.5,1,2017
348,State-Langdon Neighborhood Association,10144,78.9,,1970,95,378,1970,0.2,7.7,0.3,0.3,87,2017
361,Truax Neighborhood Association,191,19.5,,2014,15,12,2014,2.7,4.4,43.3,55.3,5,2017
162,Highland Manor Home Owners Association,344,61.5,,1971,3,10,1971,16.5,7.0,20.0,21.5,2,2018
178,Leopold Neighborhood Association,1106,45.0,,1981,41,38,1981,5.3,7.2,27.1,29.3,12,2018
350,Marbella Condominium Association,463,78.8,,1996,10,2,1996,23.0,7.4,10.1,11.1,0,2018
137,South Campus Property Owners Association,4194,80.5,,1992,135,121,1992,0.3,7.0,0.1,0.1,18,2018
348,State-Langdon Neighborhood Association,10144,78.9,,1969,174,343,1969,0.2,7.8,0.3,0.3,106,2018
349,Majestic Oaks Neighborhood Association,467,86.7,,1935,15,31,1935,23.2,3.2,8.8,8.2,3,2018
